,user_id,ab_group,session_id,session_start,session_end,session_date
6872,test_user_49278340,0,5,2023-12-07 03:40:02.495960,2023-12-07 04:03:32.827755,2023-12-07
6873,test_user_49278340,0,6,2023-12-07 04:37:27.784457,2023-12-07 04:58:22.872994,2023-12-07
6874,test_user_49281997,1,1,2023-12-11 17:31:31.751219,2023-12-11 17:43:08.999612,2023-12-11
6875,test_user_49281997,1,2,2023-12-14 11:42:38.884597,2023-12-14 13:11:52.362347,2023-12-14
6876,test_user_49295035,1,1,2023-12-02 10:16:43.288953,2023-12-02 10:25:38.535360,2023-12-02
6877,test_user_49308338,1,1,2023-12-12 07:08:32.219759,2023-12-12 07:14:18.170599,2023-12-12
6878,test_user_49317030,1,1,2023-12-09 13:02:14.137781,2023-12-09 13:53:16.319438,2023-12-09
6879,test_user_49317030,1,2,2023-12-09 14:29:35.455509,2023-12-09 14:43:26.844398,2023-12-09
6880,test_user_4933452,1,1,2023-12-03 14:46:39.036874,2023-12-03 14:49:04.783017,2023-12-03
6881,test_user_49335527,1,1,2023-12-12 07:47:36.766851,2023-12-12 07:48:34.695443,2023-12-12
6882,test_user_49339131,1,1,2023-12-01 17:14:18.812144,2023-12-01 17:39:27.608670,2023-12-01
6883,test_user_49342417,1,1,2023-12-05 14:02:40.045112,2023-12-05 14:02:40.512172,2023-12-05
6884,test_user_49342417,1,2,2023-12-07 05:04:46.691852,2023-12-07 05:04:55.093390,2023-12-07
6885,test_user_49344643,0,1,2023-12-13 09:45:11.277236,2023-12-13 10:13:24.735289,2023-12-13
6886,test_user_49345650,1,1,2023-12-01 03:22:34.052118,2023-12-01 03:22:47.895498,2023-12-01
6887,test_user_49345650,1,2,2023-12-08 09:45:18.242505,2023-12-08 09:54:26.877929,2023-12-08
6888,test_user_49350632,0,1,2023-12-01 17:36:16.326399,2023-12-01 17:36:16.656519,2023-12-01
6889,test_user_49350632,0,2,2023-12-09 12:03:19.054855,2023-12-09 12:23:03.091589,2023-12-09
6890,test_user_49350632,0,3,2023-12-09 13:24:24.906128,2023-12-09 13:29:07.852471,2023-12-09
6891,test_user_49350632,0,4,2023-12-12 18:43:57.784850,2023-12-12 18:44:05.498103,2023-12-12
6892,test_user_49353547,0,1,2023-12-12 06:56:04.051245,2023-12-12 07:05:45.781353,2023-12-12
6893,test_user_49365260,0,1,2023-12-09 13:57:03.072830,2023-12-09 13:57:09.412923,2023-12-09
6894,test_user_49379676,1,1,2023-12-01 04:36:08.229212,2023-12-01 04:40:53.879385,2023-12-01
6895,test_user_49379676,1,2,2023-12-02 21:00:42.829262,2023-12-02 21:12:15.914954,2023-12-02
6896,test_user_49379676,1,3,2023-12-06 03:35:06.307289,2023-12-06 03:36:36.145338,2023-12-06
6897,test_user_49384393,0,1,2023-12-04 19:48:40.856880,2023-12-04 19:52:01.448476,2023-12-04
6898,test_user_49384393,0,2,2023-12-07 17:16:10.735515,2023-12-07 17:18:01.823052,2023-12-07
6899,test_user_49384393,0,3,2023-12-08 10:14:41.994606,2023-12-08 10:15:40.897283,2023-12-08
6900,test_user_49384393,0,4,2023-12-08 19:14:46.305692,2023-12-08 19:31:59.291885,2023-12-08
6901,test_user_49384393,0,5,2023-12-08 20:31:22.531835,2023-12-08 20:39:33.190723,2023-12-08
6902,test_user_49384393,0,6,2023-12-10 04:47:08.672751,2023-12-10 04:49:53.188521,2023-12-10
6903,test_user_49384393,0,7,2023-12-10 20:03:19.330404,2023-12-10 20:24:36.087863,2023-12-10
6904,test_user_49384393,0,8,2023-12-12 07:47:08.724018,2023-12-12 07:49:12.090766,2023-12-12
6905,test_user_49384393,0,9,2023-12-12 19:27:31.806682,2023-12-12 19:46:21.053190,2023-12-12
6906,test_user_49384393,0,10,2023-12-13 19:02:55.769098,2023-12-13 19:12:23.812211,2023-12-13
6907,test_user_49384393,0,11,2023-12-13 20:12:19.363156,2023-12-13 20:44:03.981015,2023-12-13
6908,test_user_49401618,1,1,2023-12-13 09:56:29.400766,2023-12-13 11:25:49.535442,2023-12-13
6909,test_user_49401618,1,2,2023-12-13 19:28:59.232588,2023-12-13 19:29:19.078218,2023-12-13
6910,test_user_49408402,0,1,2023-12-06 05:53:59.297561,2023-12-06 05:54:11.666867,2023-12-06
6911,test_user_49408402,0,2,2023-12-06 16:29:55.068608,2023-12-06 16:30:42.176701,2023-12-06
6912,test_user_49408402,0,3,2023-12-07 01:51:26.312188,2023-12-07 01:52:13.636139,2023-12-07
6913,test_user_49408402,0,4,2023-12-07 02:43:57.440026,2023-12-07 02:44:11.065835,2023-12-07
6914,test_user_49431033,1,1,2023-12-10 03:48:39.682753,2023-12-10 04:04:01.715878,2023-12-10
6915,test_user_49453717,0,1,2023-12-09 14:05:56.529568,2023-12-09 14:06:13.740698,2023-12-09
6916,test_user_49457745,1,1,2023-12-10 06:59:22.630485,2023-12-10 07:00:58.351413,2023-12-10
6917,test_user_49462833,1,1,2023-12-11 17:47:59.345998,2023-12-11 17:48:05.843919,2023-12-11
6918,test_user_49481913,0,1,2023-12-04 19:46:39.643667,2023-12-04 19:46:39.643667,2023-12-04
6919,test_user_49486789,0,1,2023-12-07 02:17:22.947447,2023-12-07 03:50:19.026762,2023-12-07
6920,test_user_49486789,0,2,2023-12-10 03:00:20.831699,2023-12-10 04:43:56.165132,2023-12-10
6921,test_user_49486789,0,3,2023-12-10 06:07:16.154824,2023-12-10 06:40:35.558524,2023-12-10
6922,test_user_49486789,0,4,2023-12-11 15:11:45.326035,2023-12-11 15:12:12.238457,2023-12-11
6923,test_user_49486789,0,5,2023-12-12 06:15:39.191967,2023-12-12 06:16:16.314737,2023-12-12
6924,test_user_49486789,0,6,2023-12-12 07:07:01.541598,2023-12-12 09:10:10.356517,2023-12-12
6925,test_user_49486789,0,7,2023-12-13 09:50:43.544310,2023-12-13 10:39:42.133089,2023-12-13
6926,test_user_49489333,0,1,2023-12-07 15:47:52.582547,2023-12-07 16:01:05.482085,2023-12-07
6927,test_user_49497919,1,1,2023-12-01 03:18:19.879739,2023-12-01 04:04:21.441222,2023-12-01
6928,test_user_49497919,1,2,2023-12-02 21:41:27.028983,2023-12-02 21:42:19.671641,2023-12-02
6929,test_user_49497919,1,3,2023-12-07 01:11:59.122742,2023-12-07 01:21:40.684025,2023-12-07
6930,test_user_49504332,0,1,2023-12-11 18:28:45.284040,2023-12-11 19:02:55.126849,2023-12-11
6931,test_user_49504332,0,2,2023-12-12 09:21:59.763800,2023-12-12 09:23:54.518595,2023-12-12
6932,test_user_49504332,0,3,2023-12-13 19:38:15.124821,2023-12-13 20:12:44.750522,2023-12-13
6933,test_user_49521027,1,1,2023-12-11 17:45:46.984344,2023-12-11 18:09:47.614196,2023-12-11
6934,test_user_49552191,1,1,2023-12-04 20:36:20.833804,2023-12-04 20:36:34.353768,2023-12-04
6935,test_user_49552191,1,2,2023-12-04 22:11:52.135963,2023-12-04 22:33:18.026011,2023-12-04
6936,test_user_49552191,1,3,2023-12-06 15:30:00.958771,2023-12-06 15:30:07.743015,2023-12-06
6937,test_user_49552191,1,4,2023-12-10 20:32:26.056364,2023-12-10 20:33:24.856789,2023-12-10
6938,test_user_49560353,1,1,2023-12-09 13:02:49.068495,2023-12-09 13:04:44.308474,2023-12-09
6939,test_user_4956984,0,1,2023-12-09 12:19:50.307779,2023-12-09 12:25:04.188430,2023-12-09
6940,test_user_49570211,0,1,2023-12-02 21:26:38.721230,2023-12-02 22:17:26.684511,2023-12-02
6941,test_user_49583249,1,1,2023-12-01 16:42:21.953408,2023-12-01 17:46:30.100251,2023-12-01
6942,test_user_49583249,1,2,2023-12-02 10:17:22.720788,2023-12-02 10:18:52.920512,2023-12-02
6943,test_user_49583249,1,3,2023-12-02 20:56:01.537325,2023-12-02 21:04:09.213791,2023-12-02
6944,test_user_49583249,1,4,2023-12-02 21:59:56.988177,2023-12-02 22:39:56.844962,2023-12-02
6945,test_user_49583249,1,5,2023-12-04 09:15:12.493552,2023-12-04 09:16:00.711166,2023-12-04
6946,test_user_49583249,1,6,2023-12-04 09:55:58.759769,2023-12-04 09:56:06.089896,2023-12-04
6947,test_user_49583249,1,7,2023-12-04 19:47:34.413533,2023-12-04 20:01:14.801155,2023-12-04
6948,test_user_49583249,1,8,2023-12-04 21:05:07.540984,2023-12-04 21:59:43.428991,2023-12-04
6949,test_user_49583249,1,9,2023-12-04 22:37:33.688184,2023-12-04 22:38:29.633291,2023-12-04
6950,test_user_49583249,1,10,2023-12-05 13:35:51.378955,2023-12-05 13:37:48.142040,2023-12-05
6951,test_user_49583249,1,11,2023-12-05 14:44:11.446002,2023-12-05 14:44:18.644002,2023-12-05
6952,test_user_49583249,1,12,2023-12-06 04:48:05.569834,2023-12-06 04:52:16.941532,2023-12-06
6953,test_user_49583249,1,13,2023-12-06 06:22:32.905006,2023-12-06 06:23:19.237890,2023-12-06
6954,test_user_49583249,1,14,2023-12-06 16:07:43.463798,2023-12-06 16:13:33.376101,2023-12-06
6955,test_user_49583249,1,15,2023-12-07 04:50:36.952289,2023-12-07 04:50:47.357936,2023-12-07
6956,test_user_49583249,1,16,2023-12-07 16:52:56.849390,2023-12-07 17:00:39.333297,2023-12-07
6957,test_user_49583249,1,17,2023-12-08 09:11:08.112891,2023-12-08 09:11:28.143531,2023-12-08
6958,test_user_49583249,1,18,2023-12-08 20:22:24.206061,2023-12-08 20:22:33.082606,2023-12-08
6959,test_user_49583249,1,19,2023-12-09 13:23:14.354679,2023-12-09 13:23:35.524358,2023-12-09
6960,test_user_49583249,1,20,2023-12-10 07:29:40.471753,2023-12-10 07:29:40.919469,2023-12-10
6961,test_user_49583249,1,21,2023-12-10 19:31:25.672382,2023-12-10 20:38:10.403452,2023-12-10
6962,test_user_49583249,1,22,2023-12-11 13:52:12.469706,2023-12-11 13:52:34.969284,2023-12-11
6963,test_user_49583249,1,23,2023-12-11 17:57:07.184952,2023-12-11 17:57:15.849715,2023-12-11
6964,test_user_49583249,1,24,2023-12-12 06:30:31.904363,2023-12-12 06:30:46.999191,2023-12-12
6965,test_user_49583249,1,25,2023-12-12 18:40:46.744499,2023-12-12 19:46:36.762023,2023-12-12
6966,test_user_49583249,1,26,2023-12-13 09:52:34.883199,2023-12-13 10:44:55.689664,2023-12-13
6967,test_user_49602117,1,1,2023-12-06 06:50:57.537122,2023-12-06 06:50:57.537122,2023-12-06
6968,test_user_49615102,1,1,2023-12-07 16:02:37.459918,2023-12-07 16:03:11.511068,2023-12-07
6969,test_user_49625172,1,1,2023-12-05 15:39:06.063505,2023-12-05 15:40:00.251779,2023-12-05
6970,test_user_49628564,1,1,2023-12-08 19:10:26.724963,2023-12-08 20:00:41.619234,2023-12-08
6971,test_user_49630101,1,1,2023-12-05 13:57:23.004569,2023-12-05 15:13:11.412212,2023-12-05
6972,test_user_49651248,0,1,2023-12-01 16:22:46.779325,2023-12-01 16:23:56.226592,2023-12-01
6973,test_user_49651248,0,2,2023-12-06 15:06:57.503388,2023-12-06 16:23:29.725219,2023-12-06
6974,test_user_49652096,0,1,2023-12-02 23:36:13.132414,2023-12-02 23:36:33.000303,2023-12-02
6975,test_user_49689514,1,1,2023-12-14 12:27:54.205576,2023-12-14 12:27:54.205576,2023-12-14
6976,test_user_49717710,0,1,2023-12-02 20:42:04.365326,2023-12-02 21:02:20.304020,2023-12-02
6977,test_user_49717710,0,2,2023-12-06 15:41:36.789826,2023-12-06 15:41:36.792743,2023-12-06
6978,test_user_49717710,0,3,2023-12-08 19:03:57.273787,2023-12-08 19:16:16.683290,2023-12-08
6979,test_user_49717710,0,4,2023-12-13 10:26:33.903463,2023-12-13 10:26:34.640848,2023-12-13
6980,test_user_49719194,1,1,2023-12-07 17:28:12.937024,2023-12-07 17:29:00.846705,2023-12-07
6981,test_user_49724176,0,1,2023-12-03 14:55:50.356066,2023-12-03 14:58:43.199157,2023-12-03
6982,test_user_49724176,0,2,2023-12-05 13:24:42.510066,2023-12-05 13:24:42.510066,2023-12-05
6983,test_user_49724176,0,3,2023-12-10 21:02:37.479795,2023-12-10 21:02:37.479795,2023-12-10
6984,test_user_49732709,0,1,2023-12-11 14:22:42.535418,2023-12-11 14:22:49.839297,2023-12-11
6985,test_user_49732709,0,2,2023-12-12 08:06:03.635517,2023-12-12 08:07:36.111187,2023-12-12
6986,test_user_49738168,1,1,2023-12-05 13:47:49.676681,2023-12-05 13:50:45.840780,2023-12-05
6987,test_user_49748556,1,1,2023-12-01 15:55:48.955131,2023-12-01 15:57:03.209895,2023-12-01
6988,test_user_49751312,1,1,2023-12-09 12:15:59.379137,2023-12-09 13:57:48.383926,2023-12-09
6989,test_user_49773254,1,1,2023-12-06 15:07:16.324858,2023-12-06 15:07:40.234518,2023-12-06
6990,test_user_49773254,1,2,2023-12-06 16:04:26.352951,2023-12-06 16:05:16.062308,2023-12-06
6991,test_user_49794295,1,1,2023-12-03 14:24:46.078561,2023-12-03 14:24:46.078561,2023-12-03
6992,test_user_49794295,1,2,2023-12-12 09:17:40.063450,2023-12-12 09:21:02.857276,2023-12-12
6993,test_user_49803676,1,1,2023-12-01 16:06:14.060521,2023-12-01 18:00:25.796007,2023-12-01
6994,test_user_49803676,1,2,2023-12-02 07:26:43.750527,2023-12-02 08:22:57.139020,2023-12-02
6995,test_user_49803676,1,3,2023-12-02 09:13:46.009105,2023-12-02 10:27:04.214646,2023-12-02
6996,test_user_49803676,1,4,2023-12-03 14:30:41.666490,2023-12-03 16:44:14.347924,2023-12-03
6997,test_user_49803676,1,5,2023-12-04 09:20:31.546871,2023-12-04 09:23:04.247435,2023-12-04
6998,test_user_49803676,1,6,2023-12-05 15:13:30.880424,2023-12-05 15:31:54.285582,2023-12-05
6999,test_user_49803676,1,7,2023-12-06 05:02:35.555572,2023-12-06 05:04:42.716885,2023-12-06
7000,test_user_49803676,1,8,2023-12-06 16:21:32.538761,2023-12-06 16:24:32.309545,2023-12-06
7001,test_user_49803676,1,9,2023-12-09 11:49:44.932778,2023-12-09 11:49:56.254082,2023-12-09
7002,test_user_49803676,1,10,2023-12-09 14:01:44.206904,2023-12-09 14:42:56.872177,2023-12-09
7003,test_user_49803676,1,11,2023-12-11 15:08:03.481399,2023-12-11 15:09:48.733315,2023-12-11
7004,test_user_49820,0,1,2023-12-13 10:14:14.648278,2023-12-13 10:14:26.578369,2023-12-13
7005,test_user_49825936,0,1,2023-12-07 15:56:06.772446,2023-12-07 15:58:02.111245,2023-12-07
7006,test_user_49825936,0,2,2023-12-10 20:20:23.734398,2023-12-10 20:20:29.214690,2023-12-10
7007,test_user_49825936,0,3,2023-12-10 21:49:15.285065,2023-12-10 21:57:56.896584,2023-12-10
7008,test_user_49825936,0,4,2023-12-12 18:33:14.626460,2023-12-12 18:34:59.085143,2023-12-12
7009,test_user_49825936,0,5,2023-12-13 19:37:11.796553,2023-12-13 19:46:41.133937,2023-12-13
7010,test_user_49825936,0,6,2023-12-13 21:04:40.999660,2023-12-13 21:05:17.018306,2023-12-13
7011,test_user_49826095,0,1,2023-12-01 05:02:47.844406,2023-12-01 05:18:43.508816,2023-12-01
7012,test_user_49826095,0,2,2023-12-07 16:20:22.646366,2023-12-07 17:44:12.092600,2023-12-07
7013,test_user_49826095,0,3,2023-12-10 03:45:31.252603,2023-12-10 03:45:50.444542,2023-12-10
7014,test_user_49826095,0,4,2023-12-10 04:44:39.778292,2023-12-10 05:19:30.729690,2023-12-10
7015,test_user_49826095,0,5,2023-12-12 18:30:08.436152,2023-12-12 18:51:28.635648,2023-12-12
7016,test_user_49826095,0,6,2023-12-14 10:57:22.545175,2023-12-14 10:58:28.232094,2023-12-14
7017,test_user_49847030,0,1,2023-12-06 15:35:59.729471,2023-12-06 16:20:20.779750,2023-12-06
7018,test_user_49857630,1,1,2023-12-01 00:04:41.517817,2023-12-01 03:41:02.472744,2023-12-01
7019,test_user_49857630,1,2,2023-12-01 15:57:48.189048,2023-12-01 16:04:39.054522,2023-12-01
7020,test_user_49857630,1,3,2023-12-02 08:49:33.489370,2023-12-02 09:06:22.022163,2023-12-02
7021,test_user_49857630,1,4,2023-12-03 15:35:34.184580,2023-12-03 15:35:43.096875,2023-12-03
7022,test_user_49857630,1,5,2023-12-06 16:30:18.618957,2023-12-06 16:31:14.758752,2023-12-06
7023,test_user_49857630,1,6,2023-12-10 05:29:34.054468,2023-12-10 07:26:58.304509,2023-12-10
7024,test_user_49857630,1,7,2023-12-12 18:28:09.647337,2023-12-12 19:31:29.903199,2023-12-12
7025,test_user_49857630,1,8,2023-12-13 09:14:51.736080,2023-12-13 09:49:45.491363,2023-12-13
7026,test_user_4988625,1,1,2023-12-06 06:36:32.309812,2023-12-06 07:15:55.728580,2023-12-06
7027,test_user_49902309,1,1,2023-12-02 07:50:31.466746,2023-12-02 08:26:26.200247,2023-12-02
7028,test_user_49902309,1,2,2023-12-02 09:36:41.886807,2023-12-02 09:37:00.025357,2023-12-02
7029,test_user_499048,0,1,2023-12-03 15:20:24.549812,2023-12-03 15:20:29.633561,2023-12-03
7030,test_user_499048,0,2,2023-12-04 22:03:49.296452,2023-12-04 22:04:32.814876,2023-12-04
7031,test_user_499048,0,3,2023-12-05 13:33:21.403765,2023-12-05 14:07:36.350783,2023-12-05
7032,test_user_499048,0,4,2023-12-07 16:21:19.019978,2023-12-07 16:22:04.138735,2023-12-07
7033,test_user_499048,0,5,2023-12-08 19:01:27.036935,2023-12-08 19:01:27.036935,2023-12-08
7034,test_user_499048,0,6,2023-12-10 21:08:11.570525,2023-12-10 21:42:05.679863,2023-12-10
7035,test_user_499048,0,7,2023-12-11 13:23:07.689270,2023-12-11 14:13:09.343554,2023-12-11
7036,test_user_499101,1,1,2023-12-03 14:45:00.616671,2023-12-03 14:45:46.597825,2023-12-03
7037,test_user_49911319,0,1,2023-12-07 04:56:59.919006,2023-12-07 04:59:02.196171,2023-12-07
7038,test_user_49915930,0,1,2023-12-11 14:03:39.758779,2023-12-11 14:04:09.350508,2023-12-11
7039,test_user_49915930,0,2,2023-12-11 14:37:28.424635,2023-12-11 15:12:19.846909,2023-12-11
7040,test_user_49920912,1,1,2023-12-02 10:26:50.893947,2023-12-02 10:28:16.279389,2023-12-02
7041,test_user_49920912,1,2,2023-12-06 03:41:48.938671,2023-12-06 04:09:02.961287,2023-12-06
7042,test_user_49920912,1,3,2023-12-07 04:07:10.320424,2023-12-07 04:09:16.957479,2023-12-07
7043,test_user_49920912,1,4,2023-12-08 09:33:39.970487,2023-12-08 10:40:19.441176,2023-12-08
7044,test_user_49920912,1,5,2023-12-12 06:36:21.286372,2023-12-12 07:12:36.753897,2023-12-12
7045,test_user_49936282,1,1,2023-12-04 19:27:40.053268,2023-12-04 19:31:15.729000,2023-12-04
7046,test_user_49936282,1,2,2023-12-04 20:13:45.106012,2023-12-04 20:27:35.142287,2023-12-04
7047,test_user_49936282,1,3,2023-12-04 21:19:43.164051,2023-12-04 22:37:56.622990,2023-12-04
7048,test_user_49950963,1,1,2023-12-07 04:01:01.127685,2023-12-07 04:02:01.364769,2023-12-07
7049,test_user_4995568,0,1,2023-12-03 16:10:49.804221,2023-12-03 16:39:59.182750,2023-12-03
7050,test_user_4995568,0,2,2023-12-08 10:25:57.707062,2023-12-08 10:39:41.621459,2023-12-08
7051,test_user_49956051,0,1,2023-12-09 12:10:12.508261,2023-12-09 12:11:40.486588,2023-12-09
7052,test_user_49976297,1,1,2023-12-01 01:31:11.895682,2023-12-01 01:31:33.403208,2023-12-01
7053,test_user_49976297,1,2,2023-12-01 04:23:04.702379,2023-12-01 04:23:10.337368,2023-12-01
7054,test_user_49976297,1,3,2023-12-02 08:43:23.090665,2023-12-02 10:24:36.497178,2023-12-02
7055,test_user_49976297,1,4,2023-12-05 13:22:31.564850,2023-12-05 13:28:30.888016,2023-12-05
7056,test_user_49976297,1,5,2023-12-07 03:38:02.339901,2023-12-07 03:39:56.183732,2023-12-07
7057,test_user_49976297,1,6,2023-12-13 09:24:44.695596,2023-12-13 09:42:12.093612,2023-12-13
7058,test_user_49976297,1,7,2023-12-13 10:37:01.457712,2023-12-13 10:37:34.539579,2023-12-13
7059,test_user_499843,0,1,2023-12-05 14:19:57.185346,2023-12-05 14:20:50.899887,2023-12-05
7060,test_user_49996119,0,1,2023-12-13 19:32:45.960768,2023-12-13 19:33:37.511221,2023-12-13
7061,test_user_49997656,0,1,2023-12-01 17:18:13.398406,2023-12-01 17:18:13.398406,2023-12-01
7062,test_user_49997656,0,2,2023-12-09 12:06:23.681813,2023-12-09 12:06:51.430645,2023-12-09
7063,test_user_50003221,0,1,2023-12-14 12:42:18.927498,2023-12-14 12:43:51.469360,2023-12-14
7064,test_user_50006242,0,1,2023-12-01 00:03:43.540659,2023-12-01 00:04:17.307086,2023-12-01
7065,test_user_50006242,0,2,2023-12-01 00:46:38.496545,2023-12-01 00:46:38.581247,2023-12-01
7066,test_user_50006242,0,3,2023-12-02 09:49:20.431102,2023-12-02 09:49:31.363827,2023-12-02
7067,test_user_50006242,0,4,2023-12-06 15:39:57.940987,2023-12-06 16:31:29.519732,2023-12-06
7068,test_user_50006242,0,5,2023-12-07 04:09:59.923632,2023-12-07 04:22:52.045647,2023-12-07
7069,test_user_50006242,0,6,2023-12-08 19:03:35.835694,2023-12-08 19:03:43.267068,2023-12-08
7070,test_user_50006242,0,7,2023-12-08 19:50:19.201718,2023-12-08 20:40:28.334140,2023-12-08
7071,test_user_50007143,1,1,2023-12-02 21:13:00.491654,2023-12-02 21:13:23.336687,2023-12-02
7072,test_user_50015994,0,1,2023-12-01 02:04:36.226219,2023-12-01 02:20:09.978238,2023-12-01
7073,test_user_50015994,0,2,2023-12-01 03:10:10.582480,2023-12-01 03:10:31.828584,2023-12-01
7074,test_user_50043607,1,1,2023-12-08 08:28:45.914825,2023-12-08 09:05:37.222888,2023-12-08
7075,test_user_50043607,1,2,2023-12-08 10:24:43.532071,2023-12-08 11:18:11.826706,2023-12-08
7076,test_user_50043607,1,3,2023-12-09 13:58:37.192932,2023-12-09 14:13:09.054638,2023-12-09
7077,test_user_50051716,0,1,2023-12-06 07:25:53.304143,2023-12-06 07:25:58.119832,2023-12-06
7078,test_user_50061044,0,1,2023-12-06 15:22:49.106733,2023-12-06 15:24:25.253849,2023-12-06
7079,test_user_50061044,0,2,2023-12-06 16:00:20.741311,2023-12-06 16:34:05.631844,2023-12-06
7080,test_user_50061044,0,3,2023-12-07 03:51:32.509393,2023-12-07 03:58:07.888950,2023-12-07
7081,test_user_50061044,0,4,2023-12-07 04:58:43.300418,2023-12-07 04:58:44.335575,2023-12-07
7082,test_user_50066132,1,1,2023-12-04 07:19:37.789447,2023-12-04 07:49:43.226891,2023-12-04
7083,test_user_50066132,1,2,2023-12-04 08:51:35.112226,2023-12-04 08:54:52.403358,2023-12-04
7084,test_user_50084788,0,1,2023-12-03 14:58:49.091860,2023-12-03 15:04:08.632704,2023-12-03
7085,test_user_50090618,0,1,2023-12-10 22:19:46.788172,2023-12-10 22:26:50.355107,2023-12-10
7086,test_user_50132064,1,1,2023-12-01 00:01:31.120077,2023-12-01 00:24:14.320025,2023-12-01
7087,test_user_50132064,1,2,2023-12-01 16:02:43.148041,2023-12-01 16:50:33.210658,2023-12-01
7088,test_user_50132064,1,3,2023-12-02 23:13:44.438303,2023-12-02 23:37:21.959924,2023-12-02
7089,test_user_50132064,1,4,2023-12-03 15:28:15.864808,2023-12-03 15:55:36.348286,2023-12-03
7090,test_user_50132064,1,5,2023-12-04 19:30:51.277417,2023-12-04 19:40:56.866122,2023-12-04
7091,test_user_50132064,1,6,2023-12-04 20:13:44.521212,2023-12-04 21:14:12.721067,2023-12-04
7092,test_user_50132064,1,7,2023-12-07 00:51:52.610409,2023-12-07 00:51:58.993449,2023-12-07
7093,test_user_50132064,1,8,2023-12-07 01:28:32.447137,2023-12-07 02:09:11.569464,2023-12-07
7094,test_user_50132064,1,9,2023-12-07 03:54:44.949517,2023-12-07 04:33:23.150387,2023-12-07
7095,test_user_50132064,1,10,2023-12-07 16:25:55.943585,2023-12-07 16:29:52.100477,2023-12-07
7096,test_user_50132064,1,11,2023-12-10 04:27:41.196287,2023-12-10 04:27:46.763963,2023-12-10
7097,test_user_50132064,1,12,2023-12-10 20:04:26.996528,2023-12-10 21:00:14.675248,2023-12-10
7098,test_user_50132064,1,13,2023-12-11 18:34:29.904576,2023-12-11 19:00:33.982779,2023-12-11
7099,test_user_50132064,1,14,2023-12-13 09:15:30.242222,2023-12-13 10:06:38.181367,2023-12-13
7100,test_user_50132064,1,15,2023-12-13 20:02:02.983493,2023-12-13 21:07:52.278278,2023-12-13
7101,test_user_50132064,1,16,2023-12-14 12:47:12.671609,2023-12-14 12:56:29.787634,2023-12-14
7102,test_user_50134131,1,1,2023-12-01 16:31:07.436503,2023-12-01 16:31:12.595586,2023-12-01
7103,test_user_50150879,1,1,2023-12-01 17:14:18.774428,2023-12-01 17:14:18.774428,2023-12-01
7104,test_user_50161638,0,1,2023-12-11 15:12:14.008390,2023-12-11 15:12:39.517788,2023-12-11
7105,test_user_50167362,1,1,2023-12-13 10:47:40.810215,2023-12-13 10:50:23.480948,2023-12-13
7106,test_user_50201229,0,1,2023-12-10 20:11:37.987742,2023-12-10 20:12:57.000417,2023-12-10
7107,test_user_50201229,0,2,2023-12-10 21:10:06.509775,2023-12-10 21:11:04.337215,2023-12-10
7108,test_user_50201600,0,1,2023-12-03 14:28:05.474818,2023-12-03 14:30:03.818077,2023-12-03
7109,test_user_50201600,0,2,2023-12-07 16:26:01.347940,2023-12-07 17:06:45.721852,2023-12-07
7110,test_user_50215380,1,1,2023-12-06 07:17:30.551878,2023-12-06 07:33:20.477290,2023-12-06
7111,test_user_50224602,0,1,2023-12-10 19:18:07.150683,2023-12-10 19:30:14.076358,2023-12-10
7112,test_user_50236050,1,1,2023-12-12 18:26:46.287563,2023-12-12 18:34:30.674421,2023-12-12
7113,test_user_50245908,0,1,2023-12-09 13:25:49.344285,2023-12-09 13:26:20.190596,2023-12-09
7114,test_user_50256508,0,1,2023-12-11 14:47:18.364978,2023-12-11 14:47:40.914251,2023-12-11
7115,test_user_50267108,1,1,2023-12-01 17:35:51.305334,2023-12-01 17:45:47.873091,2023-12-01
7116,test_user_50267108,1,2,2023-12-03 15:40:40.343439,2023-12-03 15:55:21.879794,2023-12-03
7117,test_user_50267108,1,3,2023-12-10 19:32:15.222394,2023-12-10 20:31:49.705402,2023-12-10
7118,test_user_50267691,1,1,2023-12-01 02:57:54.738895,2023-12-01 02:59:04.797214,2023-12-01
7119,test_user_50267691,1,2,2023-12-01 03:53:20.795372,2023-12-01 03:54:03.747398,2023-12-01
7120,test_user_50267691,1,3,2023-12-03 14:49:08.053790,2023-12-03 14:49:08.527510,2023-12-03
7121,test_user_50267691,1,4,2023-12-10 05:00:42.298884,2023-12-10 05:05:31.222008,2023-12-10
7122,test_user_50267691,1,5,2023-12-10 21:39:45.611618,2023-12-10 21:42:00.153005,2023-12-10
7123,test_user_50267691,1,6,2023-12-13 19:23:27.122667,2023-12-13 19:44:09.725710,2023-12-13
7124,test_user_50274051,0,1,2023-12-05 13:45:36.542818,2023-12-05 13:48:43.166073,2023-12-05
7125,test_user_50274051,0,2,2023-12-05 15:35:50.177456,2023-12-05 15:36:28.424251,2023-12-05
7126,test_user_50274051,0,3,2023-12-06 06:56:06.513019,2023-12-06 07:25:24.801986,2023-12-06
7127,test_user_50274369,0,1,2023-12-01 04:45:33.716579,2023-12-01 04:47:07.564355,2023-12-01
7128,test_user_50274369,0,2,2023-12-01 05:18:00.431005,2023-12-01 05:22:42.280021,2023-12-01
7129,test_user_50274369,0,3,2023-12-02 22:02:15.468287,2023-12-02 22:42:57.168627,2023-12-02
